Time,CoPx,CoPy
0.699000,0.011286,0.036018
0.700000,0.011301,0.035999
0.701000,0.011316,0.035979
0.702000,0.011331,0.035966
0.703000,0.011342,0.035950
0.704000,0.011353,0.035925
0.705000,0.011363,0.035900
0.706000,0.011374,0.035876
0.707000,0.011389,0.035848
0.708000,0.011396,0.035819
0.709000,0.011394,0.035782
0.710000,0.011393,0.035746
0.711000,0.011396,0.035699
0.712000,0.011395,0.035647
0.713000,0.011393,0.035611
0.714000,0.011392,0.035574
0.715000,0.011387,0.035542
0.716000,0.011377,0.035498
0.717000,0.011372,0.035451
0.718000,0.011370,0.035407
0.719000,0.011365,0.035358
0.720000,0.011355,0.035323
0.721000,0.011354,0.035287
0.722000,0.011353,0.035236
0.723000,0.011339,0.035190
0.724000,0.011326,0.035143
0.725000,0.011325,0.035107
0.726000,0.011319,0.035058
0.727000,0.011314,0.035019
0.728000,0.011309,0.034981
0.729000,0.011304,0.034943
0.730000,0.011296,0.034901
0.731000,0.011283,0.034871
0.732000,0.011282,0.034837
0.733000,0.011286,0.034799
0.734000,0.011277,0.034765
0.735000,0.011277,0.034741
0.736000,0.011277,0.034717
0.737000,0.011281,0.034688
0.738000,0.011289,0.034654
0.739000,0.011292,0.034624
0.740000,0.011297,0.034596
0.741000,0.011308,0.034567
0.742000,0.011326,0.034545
0.743000,0.011338,0.034518
0.744000,0.011347,0.034495
0.745000,0.011355,0.034463
0.746000,0.011364,0.034441
0.747000,0.011369,0.034424
0.748000,0.011387,0.034403
0.749000,0.011412,0.034380
0.750000,0.011424,0.034353
0.751000,0.011420,0.034325
0.752000,0.011429,0.034302
0.753000,0.011433,0.034282
0.754000,0.011438,0.034270
0.755000,0.011441,0.034257
0.756000,0.011453,0.034237
0.757000,0.011457,0.034224
0.758000,0.011462,0.034204
0.759000,0.011470,0.034188
0.760000,0.011490,0.034175
0.761000,0.011510,0.034154
0.762000,0.011531,0.034135
0.763000,0.011556,0.034111
0.764000,0.011585,0.034083
0.765000,0.011605,0.034064
0.766000,0.011630,0.034040
0.767000,0.011659,0.034013
0.768000,0.011684,0.033982
0.769000,0.011705,0.033954
0.770000,0.011722,0.033923
0.771000,0.011738,0.033891
0.772000,0.011755,0.033861
0.773000,0.011772,0.033831
0.774000,0.011794,0.033797
0.775000,0.011811,0.033767
0.776000,0.011816,0.033741
0.777000,0.011825,0.033719
0.778000,0.011838,0.033695
0.779000,0.011843,0.033678
0.780000,0.011853,0.033650
0.781000,0.011858,0.033618
0.782000,0.011864,0.033593
0.783000,0.011857,0.033573
0.784000,0.011858,0.033545
0.785000,0.011868,0.033525
0.786000,0.011874,0.033501
0.787000,0.011875,0.033474
0.788000,0.011885,0.033447
0.789000,0.011896,0.033436
0.790000,0.011910,0.033429
0.791000,0.011920,0.033419
0.792000,0.011942,0.033412
0.793000,0.011957,0.033406
0.794000,0.011971,0.033391
0.795000,0.011981,0.033381
0.796000,0.011996,0.033373
0.797000,0.012001,0.033374
0.798000,0.012012,0.033363
0.799000,0.012017,0.033356
0.800000,0.012023,0.033347
0.801000,0.012020,0.033332
0.802000,0.012018,0.033323
0.803000,0.012014,0.033322
0.804000,0.012015,0.033324
0.805000,0.012016,0.033326
0.806000,0.012025,0.033329
0.807000,0.012029,0.033333
0.808000,0.012034,0.033330
0.809000,0.012042,0.033330
0.810000,0.012054,0.033333
0.811000,0.012067,0.033336
0.812000,0.012083,0.033336
0.813000,0.012095,0.033332
0.814000,0.012107,0.033334
0.815000,0.012111,0.033328
0.816000,0.012118,0.033326
0.817000,0.012134,0.033323
0.818000,0.012145,0.033308
0.819000,0.012152,0.033298
0.820000,0.012168,0.033288
0.821000,0.012175,0.033276
0.822000,0.012186,0.033276
0.823000,0.012205,0.033261
0.824000,0.012225,0.033255
0.825000,0.012240,0.033235
0.826000,0.012251,0.033220
0.827000,0.012263,0.033213
0.828000,0.012282,0.033198
0.829000,0.012305,0.033185
0.830000,0.012324,0.033169
0.831000,0.012344,0.033146
0.832000,0.012363,0.033123
0.833000,0.012391,0.033100
0.834000,0.012419,0.033077
0.835000,0.012443,0.033058
0.836000,0.012470,0.033034
0.837000,0.012502,0.033022
0.838000,0.012522,0.033000
0.839000,0.012545,0.032974
0.840000,0.012573,0.032951
0.841000,0.012597,0.032941
0.842000,0.012616,0.032917
0.843000,0.012635,0.032902
0.844000,0.012663,0.032887
0.845000,0.012687,0.032878
0.846000,0.012703,0.032851
0.847000,0.012718,0.032832
0.848000,0.012738,0.032825
0.849000,0.012749,0.032811
0.850000,0.012761,0.032789
0.851000,0.012773,0.032775
0.852000,0.012780,0.032757
0.853000,0.012787,0.032738
0.854000,0.012790,0.032707
0.855000,0.012793,0.032684
0.856000,0.012800,0.032658
0.857000,0.012799,0.032630
0.858000,0.012805,0.032602
0.859000,0.012800,0.032578
0.860000,0.012803,0.032547
0.861000,0.012805,0.032516
0.862000,0.012800,0.032485
0.863000,0.012799,0.032467
0.864000,0.012807,0.032441
0.865000,0.012810,0.032420
0.866000,0.012815,0.032400
0.867000,0.012819,0.032380
0.868000,0.012823,0.032359
0.869000,0.012831,0.032350
0.870000,0.012839,0.032333
0.871000,0.012855,0.032325
0.872000,0.012876,0.032314
0.873000,0.012880,0.032302
0.874000,0.012885,0.032291
0.875000,0.012894,0.032276
0.876000,0.012907,0.032257
0.877000,0.012920,0.032246
0.878000,0.012929,0.032232
0.879000,0.012943,0.032232
0.880000,0.012943,0.032218
0.881000,0.012941,0.032209
0.882000,0.012954,0.032209
0.883000,0.012968,0.032207
0.884000,0.012982,0.032206
0.885000,0.012979,0.032214
0.886000,0.012993,0.032214
0.887000,0.012999,0.032221
0.888000,0.013004,0.032227
0.889000,0.013017,0.032234
0.890000,0.013026,0.032244
0.891000,0.013031,0.032249
0.892000,0.013036,0.032255
0.893000,0.013041,0.032268
0.894000,0.013058,0.032278
0.895000,0.013062,0.032290
0.896000,0.013063,0.032291
0.897000,0.013063,0.032292
0.898000,0.013051,0.032305
0.899000,0.013047,0.032308
0.900000,0.013039,0.032317
0.901000,0.013028,0.032331
0.902000,0.013011,0.032331
0.903000,0.012986,0.032339
0.904000,0.012958,0.032345
0.905000,0.012942,0.032362
0.906000,0.012926,0.032380
0.907000,0.012923,0.032393
0.908000,0.012907,0.032411
0.909000,0.012895,0.032430
0.910000,0.012890,0.032449
0.911000,0.012890,0.032472
0.912000,0.012889,0.032496
0.913000,0.012901,0.032521
0.914000,0.012900,0.032536
0.915000,0.012895,0.032561
0.916000,0.012886,0.032584
0.917000,0.012885,0.032606
0.918000,0.012880,0.032623
0.919000,0.012875,0.032641
0.920000,0.012870,0.032666
0.921000,0.012865,0.032684
0.922000,0.012855,0.032705
0.923000,0.012850,0.032730
0.924000,0.012852,0.032746
0.925000,0.012847,0.032755
0.926000,0.012849,0.032772
0.927000,0.012857,0.032794
